Store_Dept_Date,Weekly_Sales
10_28_2012-11-09,1610.9312765950267
10_29_2012-11-09,14343.848666595415
10_79_2012-11-09,37034.02067287617
10_6_2012-11-09,8249.923082188336
10_7_2012-11-09,42717.240023270584
10_92_2012-11-09,50797.633807189544
10_52_2012-11-16,4143.175680403625
10_23_2012-11-16,63300.62706819859
10_22_2012-11-16,23597.441647669802
10_21_2012-11-16,9520.58181628153
10_87_2012-11-16,24738.824971469858
10_44_2012-11-16,9168.17440140885
10_42_2012-11-16,11643.374584875744
10_54_2012-11-16,50.268897334222714
10_19_2012-11-16,2997.698896684354
10_12_2012-11-16,9044.50013562826
10_20_2012-11-16,10119.489787421502
10_71_2012-11-16,14830.854319372063
10_41_2012-11-16,6310.655466267943
10_18_2012-11-16,7148.952670263124
10_32_2012-11-16,17659.455827184785
10_31_2012-11-16,4053.279279941632
10_56_2012-11-16,4084.456972888979
10_14_2012-11-16,41687.429226285996
10_59_2012-11-16,291.39798423261993
10_60_2012-11-16,291.39798423261993
10_46_2012-11-16,56667.18603993376
10_72_2012-11-16,100000.0
10_40_2012-11-16,99340.74408908488
10_24_2012-11-16,14437.578949561208
10_1_2012-11-16,36186.0290528687
10_58_2012-11-16,2755.5319866730233
10_27_2012-11-16,5258.241419092183
10_67_2012-11-16,13407.227426396528
10_9_2012-11-16,63071.386529601514
10_16_2012-11-16,23944.882021203688
10_90_2012-11-16,16212.874845787544
10_26_2012-11-16,11116.2484879257
10_33_2012-11-16,15930.593418575107
10_91_2012-11-16,12639.68461717662
10_17_2012-11-16,18984.26528236039
10_8_2012-11-16,76702.13954908607
10_11_2012-11-16,30765.69773982602
10_10_2012-11-16,47729.23113128975
10_2_2012-11-16,99999.77457317073
10_36_2012-11-16,2264.0744056172452
10_35_2012-11-16,8534.135196530055
10_55_2012-11-16,12639.480488171033
10_93_2012-11-16,1416.1777235066008
10_74_2012-11-16,45461.21251235467
10_5_2012-11-16,62270.526615968345
10_25_2012-11-16,21353.967074262477
10_34_2012-11-16,42461.85323606175
10_80_2012-11-16,421.11106175064725
10_13_2012-11-16,62998.30058131313
10_81_2012-11-16,9267.293717855024
10_50_2012-11-16,3086.886662584588
10_92_2012-11-16,55074.370755587064
10_7_2012-11-16,52621.655722004
10_37_2012-11-16,3781.6081250819307
10_6_2012-11-16,6644.733592144663
10_38_2012-11-16,86510.6247732158
10_3_2012-11-16,22287.20707140757
10_79_2012-11-16,38602.20152079236
10_95_2012-11-16,68743.79042298257
10_4_2012-11-16,52520.132427736025
10_49_2012-11-16,10511.959198454559
10_85_2012-11-16,2834.079222256745
10_96_2012-11-16,12645.248967694806
10_28_2012-11-16,1551.1237762363082
10_29_2012-11-16,15011.412567354473
10_48_2012-11-16,1430.3387249604118
10_82_2012-11-16,18850.727792690413
10_83_2012-11-16,234.37301583050422
10_97_2012-11-16,5310.2873711299235
10_98_2012-11-16,209.6559437616623
10_30_2012-11-16,11226.013463462357
10_45_2012-11-23,41.02114333096954
10_71_2012-11-23,16442.04976202176
10_72_2012-11-23,98782.7592875
10_59_2012-11-23,1842.8214951264738
10_41_2012-11-23,10325.419221391492
10_56_2012-11-23,6858.573779076908
10_22_2012-11-23,23784.22035250358
10_21_2012-11-23,11711.279085829327
10_67_2012-11-23,12612.641233539387
10_87_2012-11-23,23914.480037880938
10_19_2012-11-23,3134.1004485943567
10_23_2012-11-23,89360.5868171193
10_1_2012-11-23,43005.60533018371
10_2_2012-11-23,98227.05483333333
10_42_2012-11-23,11568.09025166024
10_20_2012-11-23,12310.187056969296
10_24_2012-11-23,21256.695251103192
10_52_2012-11-23,4284.845554275231
10_58_2012-11-23,2957.596008082154
10_74_2012-11-23,42332.64072763141
10_40_2012-11-23,91216.42207083333
10_91_2012-11-23,12648.963206250486
10_11_2012-11-23,33060.697141853954
10_60_2012-11-23,769.1251348660442
10_79_2012-11-23,39754.97943658184
10_54_2012-11-23,81.6470304191694
10_90_2012-11-23,15707.770840931287
10_12_2012-11-23,9555.113813986014
10_31_2012-11-23,4662.145929064439
10_92_2012-11-23,51520.506221850366
10_25_2012-11-23,21353.967074262477
10_38_2012-11-23,81175.907410101
10_44_2012-11-23,10690.71779444682
10_32_2012-11-23,12363.991447023778
10_26_2012-11-23,11116.2484879257
10_3_2012-11-23,23508.73049613466
10_95_2012-11-23,70353.31806414141
10_55_2012-11-23,16089.250368538336
10_33_2012-11-23,11582.779837033047
10_34_2012-11-23,45589.3373629477
10_13_2012-11-23,57229.27343339995
10_14_2012-11-23,34550.230167643735
10_93_2012-11-23,1811.0568867081013
10_35_2012-11-23,9287.933793813747
10_37_2012-11-23,3696.3913706959656
10_46_2012-11-23,58737.14047229764
10_50_2012-11-23,3086.886662584588
10_81_2012-11-23,9267.293717855024
10_96_2012-11-23,13336.04118856144
10_4_2012-11-23,59031.67048945872
10_48_2012-11-23,1461.7156765929444
10_80_2012-11-23,433.81564265823863
10_5_2012-11-23,71198.92155397963
10_30_2012-11-23,11226.013463462357
10_10_2012-11-23,47019.48339260582
10_49_2012-11-23,10511.959198454559
10_18_2012-11-23,35389.26523394722
10_16_2012-11-23,26417.589471328196
10_27_2012-11-23,4798.5650485517635
10_17_2012-11-23,22236.048772295268
10_85_2012-11-23,3229.3085971248734
10_36_2012-11-23,2368.586081232053
10_97_2012-11-23,5138.408820899471
10_82_2012-11-23,19639.140088530905
10_6_2012-11-23,23339.115891610192
10_28_2012-11-23,1516.69091017332
10_29_2012-11-23,15159.943648076896
10_7_2012-11-23,53218.3974130605
10_8_2012-11-23,83813.99479667576
10_9_2012-11-23,66548.00295846036
10_83_2012-11-23,228.07574175974736
10_98_2012-11-23,680.3454967171717
10_59_2012-11-30,1599.6684698816678
10_31_2012-11-30,4053.279279941632
10_58_2012-11-30,2755.5319866730233
10_55_2012-11-30,33022.201998443474
10_56_2012-11-30,4084.456972888979
10_22_2012-11-30,25579.884052503578
10_71_2012-11-30,15667.959973024388
10_21_2012-11-30,11711.279085829327
10_67_2012-11-30,17193.574709496977
10_47_2012-11-30,18.45209601760397
10_19_2012-11-30,3183.296680620501
10_60_2012-11-30,711.8250490151779
10_72_2012-11-30,81755.62139673883
10_91_2012-11-30,12526.661653734094
10_23_2012-11-30,82198.39178611124
10_24_2012-11-30,17799.004543057217
10_40_2012-11-30,98102.55018608188
10_32_2012-11-30,21731.391824177794
10_20_2012-11-30,12310.187056969296
10_54_2012-11-30,98.29453360858392
10_1_2012-11-30,46056.298664416725
10_2_2012-11-30,99561.88529052408
10_92_2012-11-30,50861.192484945605
10_13_2012-11-30,59687.74857264957
10_90_2012-11-30,14506.363096320343
10_34_2012-11-30,45039.40752745247
10_74_2012-11-30,44995.37482053464
10_52_2012-11-30,4284.845554275231
10_25_2012-11-30,21353.967074262477
10_12_2012-11-30,9716.506313986014
10_3_2012-11-30,23508.73049613466
10_33_2012-11-30,20036.89137869434
10_11_2012-11-30,33870.168725187286
10_38_2012-11-30,86692.24745124222
10_35_2012-11-30,9499.849007919524
10_4_2012-11-30,53551.33840409263
10_81_2012-11-30,9267.293717855024
10_95_2012-11-30,71926.17109747474
10_82_2012-11-30,22522.206989068538
10_10_2012-11-30,48635.120282103424
10_79_2012-11-30,38602.20152079236
10_93_2012-11-30,1702.3337933596345
10_41_2012-11-30,13124.591560673045
10_27_2012-11-30,3830.8120507938083
10_14_2012-11-30,37270.47835234418
10_46_2012-11-30,51707.40735328054
10_16_2012-11-30,31531.542278944624
10_49_2012-11-30,10511.959198454559
10_36_2012-11-30,2199.150917678468
10_26_2012-11-30,11116.2484879257
10_80_2012-11-30,435.5164825399943
10_5_2012-11-30,61204.0870996694
10_50_2012-11-30,3086.886662584588
10_97_2012-11-30,5251.36531614723
10_37_2012-11-30,3696.3913706959656
10_85_2012-11-30,3048.6954375077103
10_44_2012-11-30,10735.464963107244
10_28_2012-11-30,1606.88951017332
10_99_2012-11-30,701.7029377917834
10_42_2012-11-30,11420.092468339317
10_96_2012-11-30,12461.992390277777
10_17_2012-11-30,22236.048772295268
10_18_2012-11-30,8433.22046301605
10_48_2012-11-30,1632.0839539490767
10_7_2012-11-30,57937.52968693818
10_8_2012-11-30,84084.27728571085
10_87_2012-11-30,22662.024525640354
10_6_2012-11-30,14344.153783446713
10_30_2012-11-30,11226.013463462357
10_83_2012-11-30,234.37301583050422
10_29_2012-11-30,14343.848666595415
10_9_2012-11-30,76180.136938497
10_98_2012-11-30,701.7029377917834
10_59_2012-12-07,1007.959246444519
10_58_2012-12-07,2755.5319866730233
10_20_2012-12-07,10248.401718711793
10_67_2012-12-07,17988.16090235412
10_19_2012-12-07,3145.6736477070967
10_47_2012-12-07,55.553724476792105
10_60_2012-12-07,605.1928749650183
10_41_2012-12-07,15659.704061908957
10_11_2012-12-07,33870.168725187286
10_54_2012-12-07,69.34251386338701
10_1_2012-12-07,52474.49752045454
10_56_2012-12-07,4084.456972888979
10_2_2012-12-07,99833.66043338123
10_94_2012-12-07,643.1094808156772
10_31_2012-12-07,4053.279279941632
10_22_2012-12-07,23767.80448489224
10_40_2012-12-07,98730.61398608188
10_32_2012-12-07,11148.31635437822
10_33_2012-12-07,10149.554378037548
10_82_2012-12-07,18836.591920251336
10_23_2012-12-07,69007.84566819858
10_12_2012-12-07,8867.426800854704
10_13_2012-12-07,62656.971181746034
10_71_2012-12-07,17267.35056560838
10_72_2012-12-07,97790.14683333333
10_92_2012-12-07,45369.518478749036
10_52_2012-12-07,4143.175680403625
10_81_2012-12-07,9267.293717855024
10_49_2012-12-07,10511.959198454559
10_91_2012-12-07,12686.253398322839
10_3_2012-12-07,24040.896912801327
10_4_2012-12-07,55311.813723931686
10_38_2012-12-07,87689.66570231647
10_24_2012-12-07,17799.004543057217
10_25_2012-12-07,21353.967074262477
10_90_2012-12-07,14805.32777916431
10_48_2012-12-07,1685.9963987868668
10_74_2012-12-07,43493.16721788513
10_44_2012-12-07,10057.154827184915
10_93_2012-12-07,1423.0007757288229
10_95_2012-12-07,64869.18545555555
10_5_2012-12-07,63815.17760346834
10_79_2012-12-07,38602.20152079236
10_34_2012-12-07,45547.72293268124
10_42_2012-12-07,11420.092468339317
10_96_2012-12-07,12133.45881437286
10_85_2012-12-07,2834.079222256745
10_55_2012-12-07,15059.866772673646
10_80_2012-12-07,453.0218349209466
10_14_2012-12-07,40473.01337469183
10_99_2012-12-07,343.6555292346763
10_35_2012-12-07,8719.554370286802
10_97_2012-12-07,5406.012390482895
10_46_2012-12-07,56491.95236212834
10_37_2012-12-07,3781.6081250819307
10_21_2012-12-07,9649.493747571822
10_18_2012-12-07,14401.482163392944
10_17_2012-12-07,23092.137652778434
10_26_2012-12-07,11116.2484879257
10_6_2012-12-07,11517.893393344253
10_7_2012-12-07,56164.34304620141
10_50_2012-12-07,3086.886662584588
10_83_2012-12-07,234.37301583050422
10_16_2012-12-07,24496.34883307962
10_27_2012-12-07,3830.8120507938083
10_9_2012-12-07,62208.13703531351
10_8_2012-12-07,89296.30098886878
10_28_2012-12-07,1553.1400279099885
10_30_2012-12-07,11226.013463462357
10_36_2012-12-07,2199.150917678468
10_10_2012-12-07,46755.153061776626
10_87_2012-12-07,22258.014947937652
10_98_2012-12-07,343.6555292346763
10_29_2012-12-07,14343.848666595415
10_59_2012-12-14,291.39798423261993
10_47_2012-12-14,-15.789141732806655
10_60_2012-12-14,291.39798423261993
10_58_2012-12-14,2755.5319866730233
10_19_2012-12-14,3097.890641833875
10_81_2012-12-14,9267.293717855024
10_93_2012-12-14,1394.7758735066009
10_12_2012-12-14,9100.821353310723
10_74_2012-12-14,45691.44362701564
10_79_2012-12-14,38917.80997451287
10_33_2012-12-14,15930.593418575107
10_95_2012-12-14,71114.24216758527
10_54_2012-12-14,50.268897334222714
10_20_2012-12-14,10119.489787421502
10_52_2012-12-14,4143.175680403625
10_80_2012-12-14,421.142541282811
10_13_2012-12-14,62280.48579917905
10_11_2012-12-14,30765.69773982602
10_67_2012-12-14,12247.30847952869
10_32_2012-12-14,17659.455827184785
10_96_2012-12-14,12382.693753427131
10_82_2012-12-14,18850.727792690413
10_17_2012-12-14,16137.021878372423
10_72_2012-12-14,100000.0
10_56_2012-12-14,4084.456972888979
10_46_2012-12-14,53241.403698466565
10_83_2012-12-14,244.2447478019123
10_6_2012-12-14,6208.764317235111
10_34_2012-12-14,42151.370876683075
10_49_2012-12-14,10511.959198454559
10_92_2012-12-14,55020.94852042223
10_22_2012-12-14,23597.441647669802
10_85_2012-12-14,2834.079222256745
10_31_2012-12-14,4053.279279941632
10_27_2012-12-14,3633.1244646268824
10_16_2012-12-14,25871.873621203686
10_1_2012-12-14,31110.959916200674
10_26_2012-12-14,11116.2484879257
10_48_2012-12-14,1430.3387249604118
10_36_2012-12-14,2199.150917678468
10_41_2012-12-14,5647.6293835499
10_42_2012-12-14,11666.72244767353
10_40_2012-12-14,99770.1366899182
10_21_2012-12-14,9520.58181628153
10_97_2012-12-14,5083.245276441103
10_55_2012-12-14,13392.101326955471
10_2_2012-12-14,99999.77457317073
10_5_2012-12-14,65615.0287814884
10_98_2012-12-14,423.48655924883514
10_23_2012-12-14,63300.62706819859
10_44_2012-12-14,9168.17440140885
10_3_2012-12-14,22775.579954740904
10_37_2012-12-14,3781.6081250819307
10_7_2012-12-14,44730.94440715806
10_9_2012-12-14,65214.79341167435
10_24_2012-12-14,14437.578949561208
10_35_2012-12-14,9621.90955488771
10_87_2012-12-14,24306.74032007964
10_71_2012-12-14,15408.636212247473
10_38_2012-12-14,87601.0068990207
10_4_2012-12-14,52008.02213373368
10_91_2012-12-14,13221.293004554173
10_8_2012-12-14,76727.9341854365
10_18_2012-12-14,9065.284227469154
10_25_2012-12-14,21353.967074262477
10_29_2012-12-14,15011.412567354473
10_28_2012-12-14,1591.3781041785044
10_10_2012-12-14,45863.894436787275
10_90_2012-12-14,14986.546778655658
10_14_2012-12-14,41687.429226285996
10_30_2012-12-14,11391.912442515564
10_50_2012-12-14,3086.886662584588
10_56_2012-12-21,3240.9421282947114
10_60_2012-12-21,339.29934785870836
10_54_2012-12-21,50.268897334222714
10_35_2012-12-21,9811.887974959154
10_58_2012-12-21,2384.4604544997947
10_21_2012-12-21,9520.58181628153
10_81_2012-12-21,9267.293717855024
10_13_2012-12-21,59342.49970931614
10_36_2012-12-21,2368.586081232053
10_19_2012-12-21,3134.1004485943567
10_25_2012-12-21,21353.967074262477
10_46_2012-12-21,56854.711761508755
10_95_2012-12-21,68990.89403333333
10_52_2012-12-21,4143.175680403625
10_42_2012-12-21,11518.724664352605
10_26_2012-12-21,11116.2484879257
10_11_2012-12-21,34117.68523692747
10_27_2012-12-21,3381.3669083855543
10_82_2012-12-21,18850.727792690413
10_34_2012-12-21,41563.69504847156
10_93_2012-12-21,1695.5107411374124
10_96_2012-12-21,12006.325817673993
10_20_2012-12-21,10119.489787421502
10_59_2012-12-21,1998.4816952877482
10_29_2012-12-21,15011.412567354473
10_12_2012-12-21,6793.275997727271
10_28_2012-12-21,1629.1023162187234
10_83_2012-12-21,243.23519154447845
10_22_2012-12-21,23597.441647669802
10_80_2012-12-21,105.6520473015873
10_55_2012-12-21,14656.369553513548
10_23_2012-12-21,67138.77489428555
10_38_2012-12-21,89863.66397370471
10_30_2012-12-21,11391.912442515564
10_16_2012-12-21,18787.777554859473
10_49_2012-12-21,10511.959198454559
10_24_2012-12-21,14437.578949561208
10_74_2012-12-21,47287.025236143425
10_85_2012-12-21,3048.6954375077103
10_67_2012-12-21,12612.641233539387
10_6_2012-12-21,8243.584698309482
10_98_2012-12-21,219.02982663602748
10_14_2012-12-21,41694.00312637442
10_97_2012-12-21,5104.550907997118
10_72_2012-12-21,97977.04635714286
10_33_2012-12-21,15930.593418575107
10_79_2012-12-21,39754.97943658184
10_4_2012-12-21,52367.20618200953
10_40_2012-12-21,99822.23301908487
10_1_2012-12-21,36412.21887195549
10_2_2012-12-21,99721.08057317072
10_3_2012-12-21,26021.411491988965
10_50_2012-12-21,3086.886662584588
10_7_2012-12-21,41541.061468992135
10_44_2012-12-21,9846.48453733118
10_48_2012-12-21,1485.0005318054211
10_37_2012-12-21,3748.4950463716405
10_71_2012-12-21,16861.871260676795
10_32_2012-12-21,17659.455827184785
10_18_2012-12-21,20830.892666242613
10_41_2012-12-21,4729.656567862581
10_31_2012-12-21,4053.279279941632
10_9_2012-12-21,80041.38633711485
10_90_2012-12-21,15975.681842762791
10_17_2012-12-21,15695.241255136783
10_5_2012-12-21,65615.0287814884
10_8_2012-12-21,81352.83361538744
10_87_2012-12-21,23579.184920177588
10_10_2012-12-21,49520.019756281035
10_91_2012-12-21,13062.380924844028
10_92_2012-12-21,54913.66366401197
10_58_2012-12-28,2755.5319866730233
10_42_2012-12-28,11568.09025166024
10_60_2012-12-28,259.7372198078318
10_56_2012-12-28,4084.456972888979
10_93_2012-12-28,1933.3245458664271
10_22_2012-12-28,23767.80448489224
10_12_2012-12-28,7142.470813095238
10_19_2012-12-28,2963.181448276079
10_21_2012-12-28,9649.493747571822
10_82_2012-12-28,21756.318924470568
10_83_2012-12-28,249.63722265623773
10_29_2012-12-28,15011.412567354473
10_85_2012-12-28,3048.6954375077103
10_81_2012-12-28,9267.293717855024
10_59_2012-12-28,3949.5369326403984
10_47_2012-12-28,-88.54596629421017
10_20_2012-12-28,10248.401718711793
10_26_2012-12-28,11116.2484879257
10_49_2012-12-28,10511.959198454559
10_28_2012-12-28,1591.3781041785044
10_6_2012-12-28,10094.162491225037
10_98_2012-12-28,311.5818951476459
10_27_2012-12-28,3828.1597919375613
10_36_2012-12-28,2199.150917678468
10_23_2012-12-28,67138.77489428555
10_2_2012-12-28,99163.44781455005
10_11_2012-12-28,36016.120320936854
10_72_2012-12-28,96881.22269047619
10_97_2012-12-28,5171.907932983193
10_25_2012-12-28,21353.967074262477
10_95_2012-12-28,61645.89259318182
10_13_2012-12-28,59544.86440949097
10_55_2012-12-28,22867.10197850877
10_7_2012-12-28,65013.757224414476
10_30_2012-12-28,11391.912442515564
10_44_2012-12-28,10154.470115409258
10_96_2012-12-28,13015.096191125542
10_54_2012-12-28,89.41092904374852
10_3_2012-12-28,26021.411491988965
10_80_2012-12-28,415.9806461991422
10_71_2012-12-28,16462.597559658916
10_67_2012-12-28,13239.30307952869
10_74_2012-12-28,47113.53684550303
10_52_2012-12-28,4143.175680403625
10_4_2012-12-28,55620.48947189556
10_37_2012-12-28,3781.6081250819307
10_35_2012-12-28,9968.522583459138
10_79_2012-12-28,38917.80997451287
10_46_2012-12-28,50137.38327450142
10_18_2012-12-28,17706.75474328093
10_24_2012-12-28,14437.578949561208
10_1_2012-12-28,32283.675528632273
10_16_2012-12-28,16553.667714653286
10_14_2012-12-28,45030.57191384162
10_5_2012-12-28,65592.23904303485
10_38_2012-12-28,87118.5393025798
10_48_2012-12-28,1670.845769900659
10_41_2012-12-28,7957.106478325084
10_92_2012-12-28,49931.521462121214
10_87_2012-12-28,23219.625749723044
10_8_2012-12-28,85695.3178952412
10_50_2012-12-28,3086.886662584588
10_17_2012-12-28,17706.75474328093
10_10_2012-12-28,48669.12446490153
10_40_2012-12-28,96377.00616491822
10_9_2012-12-28,80041.38633711485
10_34_2012-12-28,42617.95201317263
10_33_2012-12-28,17340.38046717305
10_32_2012-12-28,19034.880912656503
10_91_2012-12-28,13316.317459974747
10_90_2012-12-28,14679.24945501208
10_31_2012-12-28,4053.279279941632
10_19_2013-01-04,2853.027821652344
10_82_2013-01-04,18850.727792690413
10_58_2013-01-04,1745.6514615435565
10_56_2013-01-04,2258.077570225625
10_20_2013-01-04,10119.489787421502
10_13_2013-01-04,61004.12202775049
10_26_2013-01-04,11116.2484879257
10_80_2013-01-04,125.80524730158727
10_36_2013-01-04,2199.150917678468
10_42_2013-01-04,11643.374584875744
10_59_2013-01-04,3240.021159526924
10_22_2013-01-04,23597.441647669802
10_93_2013-01-04,1684.002718850445
10_4_2013-01-04,53723.459447815294
10_96_2013-01-04,11433.950463924964
10_83_2013-01-04,270.4406986177762
10_81_2013-01-04,9267.293717855024
10_85_2013-01-04,3048.6954375077103
10_95_2013-01-04,62703.7142
10_49_2013-01-04,10511.959198454559
10_29_2013-01-04,15011.412567354473
10_79_2013-01-04,38917.80997451287
10_14_2013-01-04,18763.234977784672
10_46_2013-01-04,50987.32491709401
10_97_2013-01-04,4938.189154411766
10_6_2013-01-04,6240.65663474963
10_98_2013-01-04,390.3625890645586
10_27_2013-01-04,4211.4838173972685
10_52_2013-01-04,4143.175680403625
10_55_2013-01-04,16049.275044178303
10_3_2013-01-04,23014.563717845926
10_54_2013-01-04,44.77713013127423
10_48_2013-01-04,1552.66700073909
10_60_2013-01-04,253.34831434173293
10_87_2013-01-04,24906.967271206886
10_38_2013-01-04,91856.81456339432
10_30_2013-01-04,11391.912442515564
10_5_2013-01-04,66879.48671095465
10_41_2013-01-04,4294.76025675147
10_16_2013-01-04,5077.620359782926
10_67_2013-01-04,12257.564443165054
10_12_2013-01-04,6182.662683388832
10_21_2013-01-04,9520.58181628153
10_11_2013-01-04,45243.847839933995
10_40_2013-01-04,99770.1366899182
10_28_2013-01-04,1469.137721706374
10_7_2013-01-04,51233.887123995206
10_72_2013-01-04,97977.04635714286
10_35_2013-01-04,9716.130913129467
10_24_2013-01-04,14437.578949561208
10_23_2013-01-04,67138.77489428555
10_8_2013-01-04,76264.0925515193
10_50_2013-01-04,3086.886662584588
10_9_2013-01-04,82061.66664480716
10_37_2013-01-04,3781.6081250819307
10_74_2013-01-04,46449.85577407446
10_25_2013-01-04,21353.967074262477
10_18_2013-01-04,10297.968229960958
10_71_2013-01-04,15849.846804840065
10_17_2013-01-04,11647.109278340191
10_1_2013-01-04,27222.019040628926
10_2_2013-01-04,99213.28497777777
10_91_2013-01-04,13263.831202621805
10_34_2013-01-04,41581.866591486396
10_92_2013-01-04,54628.988280037614
10_44_2013-01-04,10154.470115409258
10_32_2013-01-04,17659.455827184785
10_33_2013-01-04,15930.593418575107
10_90_2013-01-04,15325.047781924053
10_10_2013-01-04,48016.418405413395
10_31_2013-01-04,4053.279279941632
10_59_2013-01-11,743.387658047564
10_95_2013-01-11,69627.32993425193
10_26_2013-01-11,11116.2484879257
10_42_2013-01-11,11791.37236819667
10_58_2013-01-11,2384.4604544997947
10_54_2013-01-11,52.48766190978171
10_55_2013-01-11,12165.429784081442
10_36_2013-01-11,2199.150917678468
10_19_2013-01-11,2924.002266096789
10_81_2013-01-11,9267.293717855024
10_3_2013-01-11,23014.563717845926
10_80_2013-01-11,421.142541282811
10_20_2013-01-11,10119.489787421502
